posting_date,internship_title,employment_type,work_mode,industry,location,company_name,company_size,company_age,linkedin_presence,website_available,domain_age_months,verification_status,stipend,unrealistic_salary_flag,payment_required,registration_fee,job_description_length,grammatical_errors,vague_description_score,urgency_score,keyword_spam_score,fake_certificate_offer,recruiter_experience_years,recruiter_email_type,suspicious_email_domain,recruiter_response_time_hours,social_media_presence,emotional_manipulation_score,phishing_language_score,trust_signal_score,fraud_score,is_fake_posting
2026-10-23,Data Science Intern,Internship,Remote,FinTech,Singapore,Adams-Kemp,Medium,33.0,1,1,396,1,18244.0,0,0,0,1841,1,18,29,1,0,8.8,Free,1,31.0,0,20,34,62.4,21.9,0
2026-10-23,Data Science Intern,Internship,Remote,Gaming,Bangalore,Hernandez Inc,Small,21.0,1,1,279,1,63072.0,0,0,0,1830,7,25,78,4,0,8.2,Corporate,0,26.2,1,0,41,48.8,44.6,0
2026-10-23,Marketing Intern,Internship,Remote,Cybersecurity,Toronto,Williams-Keller,Medium,15.0,1,1,183,1,15042.0,0,0,0,1992,1,55,60,47,0,8.7,Corporate,0,12.7,1,39,20,63.5,31.3,0
2026-10-23,AI Research Intern,Part-Time,Onsite,AI,Bangalore,"Lee, Wells and Juarez",Startup,21.0,1,0,251,1,12954.0,0,0,0,1540,1,33,49,21,0,6.4,Corporate,0,19.4,1,3,3,70.3,18.7,0
2026-10-23,UI/UX Designer,Part-Time,Remote,E-Commerce,San Francisco,Huff Ltd,Startup,20.0,1,1,244,1,27975.0,0,0,0,2362,4,52,41,25,0,5.7,Free,1,1.0,1,25,10,51.4,46.7,0
2026-10-23,ML Engineer,Internship,Remote,Gaming,New York,"Hicks, Hernandez and Wong",Small,15.0,1,1,169,0,22479.0,0,0,0,1178,4,33,14,2,0,6.9,Corporate,0,16.4,1,13,45,35.9,17.4,0
2026-10-23,UI/UX Designer,Part-Time,Hybrid,E-Commerce,Sydney,"Diaz, Morgan and Chandler",Startup,32.0,1,1,378,1,18915.0,0,0,0,2051,2,35,0,63,0,0.2,Corporate,0,1.7,0,8,27,67.7,21.0,0
2026-10-23,UI/UX Designer,Full-Time,Onsite,Gaming,London,Lin Inc,Enterprise,9.0,0,1,103,1,50482.0,0,0,0,1650,0,32,32,32,0,0.3,Corporate,0,28.2,1,36,27,70.1,16.3,0
2026-10-23,UI/UX Designer,Part-Time,Onsite,Gaming,New York,"Kerr, Kaufman and Sanchez",Startup,15.0,1,1,189,0,29939.0,0,0,0,1580,0,21,28,31,0,5.3,Corporate,0,25.1,0,34,26,53.5,12.0,0
2026-10-23,Frontend Developer,Contract,Hybrid,E-Commerce,Berlin,"Navarro, Dillon and Simon",Small,17.0,1,1,202,1,52634.0,0,0,0,861,2,27,31,36,0,5.5,Corporate,0,24.8,0,6,24,61.8,22.5,0
2026-10-23,UI/UX Designer,Part-Time,Hybrid,Gaming,New York,"Hull, Cisneros and Mcdonald",Small,36.0,0,1,432,1,36250.0,0,0,0,768,3,32,46,14,0,3.3,Corporate,0,21.8,1,40,59,37.4,47.0,0
2026-10-23,Backend Developer,Part-Time,Remote,FinTech,Berlin,Snow Ltd,Medium,21.0,1,1,265,0,13709.0,0,0,0,2102,4,2,39,18,0,8.1,Corporate,0,24.6,1,17,36,51.9,16.3,0
2026-10-22,Backend Developer,Internship,Onsite,E-Commerce,Bangalore,Bradley-Sanchez,Startup,1.0,1,1,22,0,19644.0,0,0,0,2175,1,4,44,35,0,2.0,Corporate,0,33.9,1,31,16,81.1,13.1,0
2026-10-22,Data Science Intern,Internship,Remote,Marketing,San Francisco,"Tran, Barnes and Massey",Startup,2.0,0,0,37,0,52752.0,0,1,4655,2611,4,18,78,12,0,3.8,Corporate,0,31.0,1,40,0,67.2,79.9,1
2026-10-22,Data Science Intern,Part-Time,Hybrid,Gaming,Sydney,Edwards Inc,Small,33.0,0,1,378,1,27885.0,0,0,0,798,5,41,26,13,0,3.2,Corporate,0,19.9,1,0,9,54.9,35.5,0
2026-10-22,Cybersecurity Analyst,Internship,Onsite,Marketing,Sydney,Lewis-Harris,Small,18.0,1,1,221,1,34903.0,0,0,0,977,2,18,86,29,0,6.9,Corporate,0,24.0,1,13,75,47.7,48.6,0
2026-10-22,ML Engineer,Internship,Onsite,Marketing,Bangalore,Dorsey-Smith,Small,22.0,1,1,277,0,38909.0,0,0,0,1833,5,11,23,5,0,5.5,Free,1,18.5,1,59,40,51.5,33.0,0
2026-10-22,Cybersecurity Analyst,Part-Time,Onsite,Software,Bangalore,"Johnson, Rivera and Stevenson",Enterprise,35.0,0,1,431,1,39792.0,0,0,0,2174,2,17,49,0,0,6.0,Corporate,0,13.9,1,29,23,61.8,25.8,0
2026-10-22,Frontend Developer,Contract,Remote,Cybersecurity,Toronto,Dudley-Jordan,Small,6.0,1,1,74,1,51480.0,0,1,134,2718,5,0,41,0,0,11.2,Corporate,0,50.7,1,0,14,64.0,63.7,1
2026-10-22,Marketing Intern,Contract,Remote,FinTech,New York,Johnson-Medina,Small,20.0,1,0,253,0,79433.0,0,0,0,1898,5,22,67,41,1,8.6,Corporate,0,28.1,1,65,0,58.7,64.6,1
2026-10-22,Marketing Intern,Full-Time,Onsite,Cybersecurity,Dubai,Figueroa Inc,Enterprise,21.0,0,1,231,0,51902.0,0,0,0,2654,2,51,1,42,0,10.9,Corporate,0,20.0,1,46,9,44.3,22.7,0
2026-10-22,Marketing Intern,Part-Time,Hybrid,AI,Toronto,"Maldonado, Gutierrez and Vasquez",Startup,24.0,1,1,274,0,32715.0,0,1,546,817,2,9,47,47,0,2.9,Corporate,0,30.0,1,0,49,48.6,44.3,0
2026-10-22,ML Engineer,Internship,Onsite,Software,Singapore,Moran-Collins,Startup,33.0,1,0,387,1,40218.0,0,0,0,2248,3,53,7,41,0,3.5,Corporate,0,31.1,1,39,28,61.2,27.5,0
2026-10-22,Cybersecurity Analyst,Full-Time,Remote,E-Commerce,Singapore,Berry PLC,Medium,28.0,0,1,330,1,47147.0,0,0,0,777,4,30,38,5,0,6.0,Corporate,0,1.0,1,17,0,49.9,5.7,0
2026-10-22,Cloud Engineer,Part-Time,Remote,Healthcare,San Francisco,Reid Group,Medium,19.0,1,1,224,1,45949.0,0,0,0,1165,3,38,35,18,1,5.1,Free,1,10.2,1,17,45,67.5,73.4,1
2026-10-22,Backend Developer,Part-Time,Hybrid,Cybersecurity,London,Williams-Jones,Medium,30.0,1,1,333,1,18117.0,0,0,0,879,2,36,71,45,0,7.1,Corporate,0,7.6,1,27,12,58.7,25.5,0
2026-10-22,Backend Developer,Part-Time,Remote,Cybersecurity,Dubai,Carpenter-Davis,Startup,4.0,1,0,55,1,20010.0,0,0,0,2812,3,26,37,18,0,3.6,Free,1,11.5,0,6,61,45.6,69.6,1
2026-10-22,Marketing Intern,Full-Time,Onsite,Healthcare,New York,"Larson, Jordan and Edwards",Small,10.0,1,1,113,1,,0,0,0,1773,4,0,27,30,0,3.4,Corporate,0,15.7,0,13,7,81.9,0.0,0
2026-10-22,Backend Developer,Contract,Remote,Gaming,San Francisco,Cantrell PLC,Startup,18.0,1,1,218,1,53495.0,0,0,0,2173,2,62,55,10,0,3.2,Corporate,0,30.9,0,38,0,56.2,20.7,0
2026-10-22,Backend Developer,Internship,Remote,FinTech,Singapore,Ellis-Robles,Startup,19.0,1,1,233,1,34754.0,0,0,0,1948,2,21,73,27,0,2.2,Corporate,0,16.5,1,31,23,70.2,13.5,0
2026-10-22,ML Engineer,Contract,Onsite,Software,Singapore,Campbell LLC,Small,37.0,1,1,417,1,22401.0,0,0,0,1684,3,71,54,33,1,0.3,Corporate,0,14.5,0,12,8,57.5,66.1,1
2026-10-22,Backend Developer,Internship,Hybrid,Software,San Francisco,Hayden and Sons,Small,21.0,1,1,236,0,58023.0,0,0,0,1909,1,35,51,63,0,12.1,Corporate,0,26.6,0,28,46,40.4,34.2,0
2026-10-22,Marketing Intern,Full-Time,Remote,Healthcare,Dubai,"Mendoza, Nelson and Martin",Small,16.0,1,0,197,1,53427.0,0,0,0,2500,4,0,32,0,0,1.2,Corporate,0,1.0,1,34,23,70.5,21.1,0
2026-10-22,UI/UX Designer,Full-Time,Hybrid,E-Commerce,Sydney,Moody-May,Medium,33.0,1,1,376,0,39324.0,0,0,0,1569,3,75,64,23,0,3.0,Corporate,0,14.9,1,3,22,29.3,36.7,0
2026-10-22,Cybersecurity Analyst,Internship,Onsite,FinTech,Berlin,Webster-Mcneil,Medium,6.0,0,1,94,1,36713.0,0,0,0,1326,2,63,29,4,0,8.7,Corporate,0,3.7,1,37,24,42.6,44.2,0
2026-10-22,Data Science Intern,Full-Time,Hybrid,Gaming,Berlin,Smith-Ortega,Enterprise,11.0,1,1,139,0,47022.0,0,0,0,2239,1,30,0,32,0,9.5,Corporate,0,17.8,1,35,22,51.3,14.2,0
2026-10-22,AI Research Intern,Full-Time,Onsite,AI,Dubai,Brown-Oconnor,Startup,21.0,1,1,248,0,32760.0,0,0,0,939,1,9,56,38,1,2.0,Corporate,0,21.5,1,0,24,51.7,46.1,0
2026-10-22,Cybersecurity Analyst,Contract,Remote,EdTech,New York,Merritt Ltd,Enterprise,10.0,1,1,118,1,39160.0,0,0,0,1449,8,68,45,23,0,0.0,Corporate,0,33.9,0,14,56,28.5,73.9,1
2026-10-22,Frontend Developer,Internship,Onsite,Healthcare,Berlin,Elliott-Clark,Enterprise,20.0,1,0,244,1,21525.0,0,0,0,575,3,46,61,35,1,7.0,Corporate,0,1.0,1,39,6,61.8,55.6,1
2026-10-22,Cybersecurity Analyst,Contract,Remote,E-Commerce,London,Martin-Keith,Small,24.0,1,1,307,1,33453.0,0,0,0,2473,6,48,30,54,0,0.0,Corporate,0,8.0,1,8,50,19.4,66.3,1
2026-10-22,Frontend Developer,Full-Time,Onsite,EdTech,Dubai,Brown-Daniels,Small,34.0,1,0,394,1,26510.0,0,0,0,1780,2,9,63,28,0,5.0,Free,1,27.4,0,32,52,54.6,46.9,0
2026-10-22,AI Research Intern,Full-Time,Onsite,AI,Dubai,Fleming-Ramsey,Small,35.0,1,1,409,1,49297.0,0,0,0,1096,1,2,0,8,0,5.1,Corporate,0,16.2,1,10,46,58.3,0.0,0
2026-10-22,ML Engineer,Contract,Onsite,Healthcare,New York,"Washington, Haynes and Ryan",Startup,33.0,1,1,398,1,29383.0,0,1,87,1682,3,0,61,21,0,3.8,Free,1,26.8,1,0,21,70.0,50.4,1
2026-10-22,Frontend Developer,Contract,Remote,FinTech,Toronto,Adkins and Sons,Startup,20.0,1,1,234,0,26209.0,0,0,0,1438,2,7,42,47,0,3.8,Corporate,0,14.7,1,32,12,65.2,10.3,0
2026-10-22,UI/UX Designer,Contract,Remote,Marketing,San Francisco,"Coleman, Gilbert and Evans",Small,30.0,1,1,342,1,32684.0,0,0,0,1244,0,46,51,0,0,6.6,Corporate,0,24.9,1,67,33,30.5,45.5,0
2026-10-22,Cybersecurity Analyst,Full-Time,Remote,Healthcare,Sydney,"Zamora, Williamson and Evans",Medium,39.0,1,0,453,1,41113.0,0,0,0,2149,2,33,100,16,0,6.8,Corporate,0,11.2,1,46,29,72.3,43.3,0
2026-10-22,AI Research Intern,Contract,Remote,E-Commerce,San Francisco,Galvan and Sons,Startup,17.0,1,1,214,1,25520.0,0,0,0,1080,3,0,56,12,0,5.8,Corporate,0,5.3,1,35,14,84.1,0.0,0
2026-10-22,AI Research Intern,Full-Time,Remote,Gaming,Dubai,Coleman Ltd,Enterprise,10.0,1,0,105,1,35950.0,0,0,0,1300,0,60,41,32,0,9.0,Corporate,0,16.5,1,0,20,48.2,47.8,0
2026-10-22,AI Research Intern,Contract,Hybrid,Healthcare,Toronto,Kelly-Hanna,Small,34.0,1,1,421,0,7560.0,0,0,0,1589,3,25,52,32,0,8.2,Corporate,0,14.5,0,35,25,,26.0,0
2026-10-22,Cloud Engineer,Contract,Remote,Gaming,Toronto,"Jarvis, Taylor and Arroyo",Enterprise,33.0,1,1,409,1,37226.0,0,0,0,1524,6,40,30,22,0,6.1,Free,1,20.1,1,27,44,30.7,49.9,0
2026-10-22,UI/UX Designer,Internship,Hybrid,Healthcare,San Francisco,Reilly and Sons,Small,36.0,0,1,467,1,61135.0,0,1,1661,1405,4,37,34,53,1,10.3,Free,1,2.9,1,34,0,59.2,83.4,1
2026-10-22,Backend Developer,Contract,Hybrid,FinTech,San Francisco,Ayers PLC,Startup,19.0,1,1,226,0,21416.0,0,0,0,2029,4,55,66,28,0,1.0,Corporate,0,7.5,1,74,15,48.5,42.7,0
2026-10-22,Cybersecurity Analyst,Full-Time,Remote,EdTech,Dubai,Boyd-Burton,Startup,1.0,1,1,23,0,37915.0,0,0,0,1654,4,21,22,0,0,8.9,Corporate,0,23.7,1,22,55,16.8,45.5,0
2026-10-22,Cloud Engineer,Contract,Onsite,Cybersecurity,New York,Cortez-Hampton,Small,2.0,0,1,3,1,32121.0,0,0,0,1263,3,45,42,32,0,1.5,Corporate,0,10.1,1,2,14,43.7,53.0,1
2026-10-22,UI/UX Designer,Internship,Remote,Cybersecurity,London,Pham Group,Startup,28.0,1,1,357,0,26809.0,0,0,0,968,2,35,86,26,0,2.4,Corporate,0,7.4,1,39,7,48.7,35.2,0
2026-10-22,Data Science Intern,Full-Time,Remote,E-Commerce,New York,"Rodriguez, Evans and Ramirez",Small,28.0,1,1,326,0,,0,0,0,1069,0,7,22,38,0,2.9,Free,1,21.2,1,26,2,75.9,0.0,0
2026-10-22,Cloud Engineer,Contract,Remote,Gaming,Toronto,"Meyer, Williams and Gentry",Medium,19.0,1,1,243,1,46250.0,0,1,248,1809,3,47,20,0,0,5.2,Corporate,0,29.8,1,62,32,51.2,52.6,1
2026-10-22,Cloud Engineer,Full-Time,Hybrid,E-Commerce,Singapore,"Meyers, Jones and Pierce",Small,31.0,1,1,371,1,38872.0,0,0,0,818,4,25,27,25,0,7.9,Corporate,0,24.7,1,26,23,71.7,17.7,0
2026-10-22,Cybersecurity Analyst,Internship,Remote,Marketing,Berlin,Moore PLC,Small,27.0,0,1,332,0,22278.0,0,0,0,1506,4,35,22,14,1,8.0,Free,1,11.6,0,13,50,50.6,85.5,1
2026-10-22,UI/UX Designer,Contract,Onsite,EdTech,Singapore,"Mason, Silva and Anderson",Small,9.0,0,1,127,1,18900.0,0,0,0,2292,2,50,5,26,0,6.5,Corporate,0,23.0,1,0,0,55.1,9.6,0
2026-10-22,AI Research Intern,Internship,Remote,FinTech,Singapore,Howard PLC,Enterprise,3.0,1,1,16,1,50901.0,0,0,0,1705,2,0,27,24,0,6.8,Free,1,30.9,1,12,41,63.8,26.9,0
2026-10-22,Frontend Developer,Full-Time,Remote,Healthcare,San Francisco,"Rosario, Martinez and Thompson",Small,2.0,0,1,1,0,23211.0,0,0,0,1102,5,22,42,1,0,2.5,Free,1,36.5,1,29,24,31.4,65.2,1
2026-10-22,ML Engineer,Part-Time,Remote,AI,Toronto,Sparks and Sons,Startup,23.0,0,1,281,1,47311.0,0,1,995,2471,4,45,41,15,0,0.0,Corporate,0,9.3,1,0,50,33.7,81.9,1
2026-10-22,Frontend Developer,Part-Time,Remote,Healthcare,Berlin,"Davis, Clark and Clark",Small,19.0,0,0,223,1,33603.0,0,0,0,1979,4,27,54,0,0,5.0,Corporate,0,16.7,1,37,20,51.8,49.1,0
2026-10-22,Backend Developer,Internship,Remote,EdTech,New York,"Mann, Oliver and Gonzalez",Enterprise,29.0,1,0,358,1,17052.0,0,0,0,1801,4,40,35,46,0,5.2,Corporate,0,7.9,1,15,40,57.0,49.7,0
2026-10-22,Cybersecurity Analyst,Full-Time,Onsite,AI,Berlin,Thomas-Davis,Small,7.0,1,1,90,1,20346.0,0,0,0,2118,4,27,2,0,0,8.0,Corporate,0,14.9,0,23,27,70.5,16.6,0
2026-10-22,Cloud Engineer,Part-Time,Remote,FinTech,Singapore,Miller and Sons,Medium,7.0,1,1,44,1,37318.0,0,0,0,1897,2,10,26,43,1,5.2,Corporate,0,36.0,1,0,15,79.3,29.9,0
2026-10-22,Cloud Engineer,Contract,Hybrid,FinTech,New York,"Shaw, Thomas and Brown",Startup,11.0,1,1,107,1,58137.0,0,0,0,1843,2,33,8,29,0,4.4,Corporate,0,22.5,1,16,17,75.4,6.8,0
2026-10-22,UI/UX Designer,Full-Time,Remote,AI,Berlin,Carter-Carroll,Small,15.0,1,1,186,0,5068.0,0,0,0,1400,0,30,20,0,0,4.4,Corporate,0,4.3,1,13,43,47.5,26.9,0
2026-10-22,ML Engineer,Contract,Onsite,FinTech,New York,Gonzales-Prince,Small,24.0,1,1,291,0,47745.0,0,0,0,1511,5,15,74,29,0,2.0,Free,1,33.5,1,28,22,54.5,41.4,0
2026-10-22,UI/UX Designer,Part-Time,Onsite,FinTech,Singapore,"Johnson, Miller and Martin",Startup,20.0,1,1,257,0,51602.0,0,0,0,2915,4,3,58,39,0,7.5,Corporate,0,5.4,0,47,38,45.2,39.2,0
2026-10-22,Data Science Intern,Internship,Hybrid,Cybersecurity,Singapore,"Gonzalez, Stewart and Arellano",Startup,4.0,1,1,41,0,44712.0,0,0,0,2831,2,37,61,11,0,7.7,Free,1,31.7,1,17,18,46.1,37.5,0
2026-10-22,Marketing Intern,Full-Time,Remote,Gaming,Dubai,"Mays, Lawson and Ware",Small,20.0,1,1,243,0,20009.0,0,0,0,1332,3,15,31,12,0,4.6,Corporate,0,18.9,1,0,20,58.7,21.6,0
2026-10-22,ML Engineer,Full-Time,Remote,Healthcare,Sydney,Atkinson-Kidd,Startup,8.0,1,1,99,1,36319.0,0,0,0,2643,2,22,44,13,0,2.3,Corporate,0,23.0,0,11,12,54.0,6.3,0
2026-10-22,Cybersecurity Analyst,Part-Time,Remote,AI,Toronto,"Burns, Ortega and Browning",Small,32.0,0,1,381,0,62361.0,0,0,0,2062,5,14,44,28,0,4.7,Corporate,0,9.7,0,7,34,38.5,52.9,1
2026-10-22,Cloud Engineer,Contract,Remote,EdTech,San Francisco,"May, Martin and Williams",Enterprise,29.0,1,1,350,1,26198.0,0,0,0,1552,3,63,72,63,0,8.8,Corporate,0,5.4,1,29,14,63.5,59.7,1
2026-10-22,AI Research Intern,Full-Time,Remote,E-Commerce,Sydney,Thomas-Graves,Startup,35.0,1,1,439,1,25599.0,0,0,0,1389,5,18,53,23,0,9.0,Corporate,0,17.7,1,54,18,47.6,35.0,0
2026-10-22,Cloud Engineer,Part-Time,Hybrid,Gaming,Dubai,"Torres, Matthews and Meza",Small,19.0,1,1,220,1,27960.0,0,0,0,2793,3,27,22,23,0,4.9,Corporate,0,9.8,0,23,0,82.8,0.0,0
2026-10-22,ML Engineer,Part-Time,Onsite,Healthcare,Bangalore,"Brown, Diaz and Ross",Enterprise,2.0,1,1,1,0,87757.0,0,0,0,2248,6,48,86,22,1,8.9,Corporate,0,29.1,1,59,18,45.4,65.2,1
2026-10-22,Data Science Intern,Contract,Hybrid,AI,Toronto,Shelton-Thompson,Medium,32.0,1,0,374,1,38019.0,0,0,0,1495,3,28,45,16,0,3.9,Corporate,0,1.0,1,18,20,62.1,23.9,0
2026-10-22,Backend Developer,Contract,Onsite,Software,Berlin,Arnold Ltd,Small,36.0,1,0,415,1,33753.0,0,0,0,1088,2,52,25,34,0,5.8,Corporate,0,15.6,0,10,16,56.6,36.1,0
2026-10-22,ML Engineer,Internship,Onsite,Healthcare,New York,Walker and Sons,Medium,32.0,0,0,381,1,12405.0,0,0,0,2654,2,14,34,11,0,1.6,Corporate,0,4.9,1,3,23,54.2,36.4,0
2026-10-22,UI/UX Designer,Internship,Remote,Cybersecurity,Berlin,"Mathis, Campbell and Crosby",Medium,37.0,1,1,417,1,75783.0,0,0,0,1821,2,25,25,17,0,5.8,Corporate,0,5.3,0,11,18,42.1,5.4,0
2026-10-22,Marketing Intern,Full-Time,Onsite,E-Commerce,New York,Martin-Pierce,Medium,11.0,1,1,152,1,36150.0,0,0,0,1721,2,30,48,40,0,7.2,Corporate,0,6.2,1,16,5,58.0,8.5,0
2026-10-22,UI/UX Designer,Contract,Remote,Cybersecurity,Dubai,Flores-Garner,Small,30.0,1,1,363,1,19759.0,0,0,0,1584,1,55,67,31,0,3.0,Free,1,26.1,0,38,33,35.1,43.2,0
2026-10-22,Cybersecurity Analyst,Full-Time,Remote,EdTech,Singapore,Wright Ltd,Startup,38.0,1,1,437,1,17333.0,0,0,0,1486,9,0,76,47,0,4.2,Free,1,19.6,1,33,41,44.9,56.1,1
2026-10-22,Cybersecurity Analyst,Full-Time,Remote,Software,Toronto,Smith-Hill,Medium,16.0,1,1,197,1,29713.0,0,0,0,1651,2,24,89,43,0,2.7,Corporate,0,28.0,1,15,26,57.2,16.6,0
2026-10-22,Cloud Engineer,Internship,Hybrid,EdTech,London,Atkins-Hamilton,Startup,19.0,1,1,255,1,30596.0,0,0,0,2328,1,50,18,51,0,0.0,Corporate,0,11.5,1,4,29,57.8,31.7,0
2026-10-22,UI/UX Designer,Full-Time,Hybrid,E-Commerce,Sydney,Smith Inc,Medium,6.0,1,1,44,1,24772.0,0,0,0,1368,4,8,88,22,0,0.4,Free,1,19.5,1,28,30,56.7,37.9,0
2026-10-22,Marketing Intern,Contract,Hybrid,EdTech,Berlin,Ford-Banks,Startup,4.0,1,1,37,0,61114.0,0,0,0,2272,4,44,24,22,0,2.4,Corporate,0,26.6,1,7,8,55.4,34.8,0
2026-10-22,Frontend Developer,Contract,Remote,Marketing,New York,Mcdaniel-Wilkerson,Small,5.0,1,1,64,1,17106.0,0,0,0,2396,4,28,54,24,0,5.3,Corporate,0,30.7,1,1,20,60.2,30.6,0
2026-10-22,Backend Developer,Contract,Remote,Cybersecurity,Singapore,"Graves, Roberson and Brown",Startup,27.0,0,1,311,1,31001.0,0,0,0,1655,3,29,46,19,0,5.4,Corporate,0,12.3,0,11,12,63.9,37.6,0
2026-10-22,AI Research Intern,Full-Time,Remote,FinTech,Berlin,Sullivan and Sons,Startup,7.0,1,1,92,1,66645.0,0,0,0,1569,2,4,55,48,0,0.2,Free,1,5.3,1,10,31,66.5,47.0,0
2026-10-22,AI Research Intern,Part-Time,Remote,Healthcare,Sydney,Donaldson-Todd,Small,29.0,1,1,302,0,49141.0,0,0,0,2564,3,32,48,14,1,2.8,Corporate,0,12.9,1,20,16,49.2,38.0,0
2026-10-22,Frontend Developer,Internship,Remote,E-Commerce,New York,Campbell Ltd,Startup,20.0,1,0,248,1,26855.0,0,0,0,1695,1,65,34,23,0,8.4,Corporate,0,13.7,1,28,9,62.3,30.5,0
2026-10-22,Frontend Developer,Part-Time,Onsite,EdTech,Toronto,Stevens-Ortega,Startup,35.0,1,1,426,1,18750.0,0,0,0,848,2,28,72,32,0,7.2,Corporate,0,18.7,1,40,0,70.7,20.6,0
2026-10-22,Backend Developer,Full-Time,Onsite,Gaming,Toronto,Miller LLC,Small,4.0,1,1,37,1,10805.0,0,0,0,2065,3,30,10,16,0,6.6,Free,1,22.7,1,18,30,79.7,28.8,0
2026-10-22,Backend Developer,Internship,Hybrid,Healthcare,New York,"Fuller, Branch and Mitchell",Startup,29.0,1,1,357,0,50603.0,0,0,0,1719,0,56,19,4,1,6.0,Corporate,0,3.0,0,8,15,51.8,31.8,0
2026-10-22,ML Engineer,Part-Time,Remote,Marketing,Toronto,Torres-Park,Medium,13.0,1,1,146,1,26291.0,0,1,1760,1903,2,19,63,6,0,1.5,Free,1,28.5,1,32,49,50.3,80.3,1
2026-10-22,Backend Developer,Full-Time,Onsite,FinTech,New York,Davis Inc,Startup,34.0,1,0,420,0,21259.0,0,0,0,1407,3,4,23,23,0,5.1,Free,1,16.8,0,4,30,42.1,47.2,0
2026-10-22,Marketing Intern,Part-Time,Remote,Gaming,Bangalore,Mccarthy-Silva,Medium,9.0,1,1,120,1,41454.0,0,1,3829,2182,2,34,0,37,0,5.8,Corporate,0,14.0,1,21,26,56.7,57.1,1
2026-10-22,AI Research Intern,Part-Time,Remote,Healthcare,Berlin,Jackson Inc,Small,36.0,1,1,436,1,32852.0,0,0,0,1913,3,25,50,30,0,10.6,Corporate,0,26.7,0,56,36,72.3,22.0,0
2026-10-22,AI Research Intern,Part-Time,Onsite,FinTech,Singapore,"Aguilar, Chung and Mata",Startup,20.0,1,1,264,0,33210.0,0,0,0,1870,3,49,0,23,1,3.9,Corporate,0,25.4,1,0,55,13.3,63.5,1
2026-10-22,Cybersecurity Analyst,Contract,Onsite,Cybersecurity,San Francisco,Townsend-Stanley,Startup,25.0,1,0,281,0,27450.0,0,1,3963,2722,4,49,7,57,1,3.4,Corporate,0,12.3,0,13,9,40.3,90.5,1
2026-10-22,Frontend Developer,Contract,Remote,E-Commerce,London,Hayes PLC,Startup,,1,1,398,1,33029.0,0,1,2654,1017,3,49,20,37,0,7.9,Corporate,0,27.0,1,30,21,50.2,51.3,1
2026-10-22,Frontend Developer,Internship,Remote,Healthcare,London,Levine LLC,Startup,39.0,1,1,476,0,23457.0,0,0,0,1952,5,53,25,16,0,11.9,Corporate,0,19.4,1,32,7,23.2,35.0,0
2026-10-22,ML Engineer,Internship,Remote,EdTech,San Francisco,Khan-Nelson,Small,9.0,1,1,107,0,43121.0,0,1,2132,2153,2,28,48,30,0,7.1,Corporate,0,28.2,0,0,0,64.1,50.2,1
2026-10-22,UI/UX Designer,Part-Time,Hybrid,Software,New York,Cain-Anderson,Enterprise,11.0,1,1,143,0,20818.0,0,1,833,2101,4,3,42,0,0,6.7,Corporate,0,21.8,1,58,29,62.7,53.4,1
2026-10-22,Marketing Intern,Internship,Onsite,Software,Sydney,Williams LLC,Medium,24.0,1,1,298,1,2000.0,0,0,0,1901,1,66,51,67,0,1.1,Corporate,0,19.3,1,6,20,54.8,51.3,1
2026-10-22,Data Science Intern,Contract,Hybrid,Software,Toronto,Massey-Foster,Small,34.0,0,1,405,0,33045.0,0,0,0,1939,1,49,41,42,0,4.0,Free,1,21.6,1,49,29,41.5,69.1,1
2026-10-22,Data Science Intern,Full-Time,Hybrid,Gaming,London,"Morrison, Nichols and Jones",Startup,25.0,0,1,309,1,48136.0,0,0,0,1761,3,0,76,8,0,2.0,Corporate,0,10.7,1,45,22,69.8,16.0,0
2026-10-22,ML Engineer,Contract,Remote,Cybersecurity,Dubai,Nelson Group,Enterprise,10.0,1,1,113,0,21727.0,0,0,0,1395,3,56,37,41,0,2.1,Free,1,5.5,0,40,37,28.0,46.9,0
2026-10-22,Data Science Intern,Full-Time,Remote,Healthcare,Dubai,"Patterson, Lindsey and Terry",Small,2.0,1,1,1,1,67149.0,0,0,0,1436,3,0,41,0,0,7.3,Corporate,0,24.3,0,24,1,62.8,0.0,0
2026-10-22,AI Research Intern,Contract,Onsite,EdTech,Toronto,"Swanson, Hurley and Johnson",Startup,24.0,0,1,270,1,56553.0,0,0,0,788,6,11,38,63,0,2.6,Corporate,0,12.6,1,0,35,51.8,39.2,0
2026-10-22,Marketing Intern,Full-Time,Remote,EdTech,Bangalore,"Ramirez, Dunn and Brooks",Startup,34.0,1,1,404,1,35451.0,0,0,0,1203,5,0,0,7,0,3.9,Corporate,0,12.5,1,30,15,81.5,0.0,0
2026-10-22,Marketing Intern,Part-Time,Hybrid,Healthcare,Bangalore,Simpson-Robinson,Medium,17.0,1,1,217,1,25017.0,0,0,0,2006,2,37,65,30,0,6.5,Corporate,0,20.7,1,21,0,89.4,12.5,0
2026-10-22,AI Research Intern,Full-Time,Hybrid,Cybersecurity,Berlin,Martinez-Wu,Small,9.0,0,1,89,1,19157.0,0,0,0,1968,2,63,32,25,0,2.4,Corporate,0,29.9,0,24,46,24.7,57.1,1
2026-10-22,Data Science Intern,Part-Time,Remote,Healthcare,Sydney,"Miller, Miller and Miller",Small,17.0,0,1,196,1,45000.0,0,0,0,1545,1,13,10,39,0,9.2,Free,1,8.2,0,50,47,48.1,54.8,1
